Geographic code,Year,Race,Sex,Age group,Person-years,Mortality rate,No. of deaths,Rate Lower bound,Rate upper bound,Expected no. of deaths,Sparse content indicator
18101,2000-2004,W,M,All,26127,4.6829,1,0,18.602,1.92,1
18103,2000-2004,W,M,All,86453,6.3425,5,0,13.9921,5.84,1
18105,2000-2004,W,M,All,271580,11.0777,20,6.101,16.0543,14.04,0
18107,2000-2004,W,M,All,92805,2.4339,2,0,8.6065,6.56,1
18109,2000-2004,W,M,All,168130,9.4013,9,2.5898,16.2128,9.21,1
18111,2000-2004,W,M,All,35510,10.3348,3,0,25.0759,2.32,1
18113,2000-2004,W,M,All,116941,4.5167,4,0,10.8805,6.47,1
18115,2000-2004,W,M,All,13982,0,0,0,17.4561,0.95,1
18117,2000-2004,W,M,All,47071,17.4012,8,4.091,30.7114,3.64,1
18119,2000-2004,W,M,All,55255,4.7579,2,0,13.9121,3.79,1
18121,2000-2004,W,M,All,40809,9.9772,4,0,22.1129,3.22,1
18123,2000-2004,W,M,All,47461,8.7305,4,0,19.5128,3.47,1
18125,2000-2004,W,M,All,32136,8.7787,3,0,22.1386,2.5,1
18127,2000-2004,W,M,All,360193,8.2,21,4.5551,11.845,21.3,0
18129,2000-2004,W,M,All,66260,12.6098,6,1.5582,23.6614,4.3,1
18131,2000-2004,W,M,All,34116,5.9732,2,0,17.7714,2.83,1
18133,2000-2004,W,M,All,89126,7.8664,4,0,16.9264,5.64,1
18135,2000-2004,W,M,All,65869,7.8936,6,0,16.5169,5.35,1
18137,2000-2004,W,M,All,66555,12.1374,7,1.9309,22.3439,4.63,1
18139,2000-2004,W,M,All,43853,4.666,2,0,14.187,3.32,1
18141,2000-2004,W,M,All,550004,10.9742,56,8.0667,13.8816,41.19,0
18143,2000-2004,W,M,All,57657,8.7495,3,0,19.6255,3.35,1
18145,2000-2004,W,M,All,106267,14.1687,11,4.7623,23.575,6.68,1
18147,2000-2004,W,M,All,50424,14.1162,5,0.9091,27.3233,3.48,1
18149,2000-2004,W,M,All,55837,1.4283,1,0,9.5457,4.22,1
18151,2000-2004,W,M,All,83301,8.506,6,0.3,16.7119,5.22,1
18153,2000-2004,W,M,All,53616,8.7076,4,0,19.0942,3.64,1
18155,2000-2004,W,M,All,23549,6.2167,1,0,23.2737,1.5,1
18157,2000-2004,W,M,All,350795,7.6017,17,3.8942,11.3093,17.3,0
18159,2000-2004,W,M,All,40287,5.5401,2,0,16.5881,2.87,1
18161,2000-2004,W,M,All,18026,12.9777,2,0,34.7583,1.25,1
18163,2000-2004,W,M,All,368681,7.573,28,4.7105,10.4355,28.72,0
18165,2000-2004,W,M,All,40378,8.1136,3,0,19.3013,3.15,1
18167,2000-2004,W,M,All,233447,5.8213,11,1.8155,9.8272,16.29,1
18169,2000-2004,W,M,All,82325,14.6129,13,6.4276,22.7982,6.99,0
18171,2000-2004,W,M,All,21848,4.7071,1,0,20.2296,1.53,1
18173,2000-2004,W,M,All,129697,8.3682,9,1.5294,15.207,7.7,1
18175,2000-2004,W,M,All,68746,8.0046,5,0,17.192,4.26,1
18177,2000-2004,W,M,All,157688,3.3712,6,0,7.8947,12.95,0
18179,2000-2004,W,M,All,68181,6.58,4,0,13.9545,4.96,1
18181,2000-2004,W,M,All,61094,7.9619,5,0,17.5138,4.63,1
18183,2000-2004,W,M,All,77254,6.2926,4,0,13.5134,5.25,1
19001,2000-2004,W,M,All,19632,3.0447,1,0,14.1179,2.41,1
19003,2000-2004,W,M,All,10773,20.0161,3,0,44.5312,1.18,1
19005,2000-2004,W,M,All,36424,4.2031,2,0,13.8606,3.49,1
19007,2000-2004,W,M,All,32339,0,0,0,8.4084,3.52,1
19009,2000-2004,W,M,All,15829,10.9055,3,0,25.9387,1.99,1
19011,2000-2004,W,M,All,64556,4.4995,3,0,11.8337,5.25,1
19013,2000-2004,W,M,All,275348,8.0237,21,4.3332,11.7142,21.68,0
19015,2000-2004,W,M,All,63568,6.4285,4,0,13.8938,5.27,1
19017,2000-2004,W,M,All,55786,5.1062,3,0,13.0284,4.89,1
19019,2000-2004,W,M,All,51551,11.987,6,1.547,22.427,4.03,1
19021,2000-2004,W,M,All,48201,3.5239,2,0,11.9216,4.38,1
19023,2000-2004,W,M,All,37123,3.7606,2,0,11.6585,4.01,1
19025,2000-2004,W,M,All,26561,9.9569,4,0,21.7837,3.12,1
19027,2000-2004,W,M,All,51089,7.7411,5,0,15.9846,5.02,1
19029,2000-2004,W,M,All,34950,8.2239,4,0,18.3044,3.81,1
19031,2000-2004,W,M,All,44539,5.5095,3,0,13.9126,4.09,1
19033,2000-2004,W,M,All,106807,5.6232,7,0.7793,10.4671,9.76,1
19035,2000-2004,W,M,All,31037,5.5721,2,0,15.8198,3.28,1
19037,2000-2004,W,M,All,32039,4.8432,2,0,14.2489,3.19,1
19039,2000-2004,W,M,All,22520,4.2995,1,0,17.5152,2.04,1
19041,2000-2004,W,M,All,41091,2.2028,1,0,10.2056,3.9,1
19043,2000-2004,W,M,All,45444,1.7764,1,0,8.9729,4.55,1
19045,2000-2004,W,M,All,117423,5.9431,7,0.635,11.2512,9.96,1
19047,2000-2004,W,M,All,41840,6.8714,3,0,16.9431,3.74,1
19049,2000-2004,W,M,All,108064,5.3551,4,0,11.9647,6.15,1
19051,2000-2004,W,M,All,21251,12.4466,3,0,29.431,1.91,1
19053,2000-2004,W,M,All,20653,0,0,0,11.3722,1.93,1
19055,2000-2004,W,M,All,45085,2.0555,1,0,10.4968,3.72,1
19057,2000-2004,W,M,All,95288,2.7245,3,0,8.1866,8.48,1
19059,2000-2004,W,M,All,39936,1.775,1,0,9.5262,4.49,1
19061,2000-2004,W,M,All,214099,6.4729,13,2.5254,10.4204,16.15,0
19063,2000-2004,W,M,All,26187,8.833,3,0,21.0423,2.67,1
19065,2000-2004,W,M,All,52530,9.1869,6,1.0909,17.2829,5.26,1
19067,2000-2004,W,M,All,39823,5.7529,3,0,15.1536,4.33,1
19069,2000-2004,W,M,All,26156,3.1016,1,0,13.184,2.74,1
19071,2000-2004,W,M,All,19227,4.3287,1,0,17.6506,2.01,1
19073,2000-2004,W,M,All,24677,8.9603,3,0,21.1983,2.86,1
19075,2000-2004,W,M,All,30062,10.0441,4,0,22.0004,3.06,1
19077,2000-2004,W,M,All,28074,2.6472,1,0,12.397,2.97,1
19079,2000-2004,W,M,All,39480,5.8723,3,0,14.3328,3.94,1
19081,2000-2004,W,M,All,29099,10.4205,4,0,23.0147,2.92,1
19083,2000-2004,W,M,All,44572,11.2355,7,1.6657,20.8052,4.9,1
19085,2000-2004,W,M,All,38436,11.281,5,0,22.6907,3.49,1
19087,2000-2004,W,M,All,48846,6.4786,3,0,15.4219,3.81,1
19089,2000-2004,W,M,All,24299,2.8969,1,0,13.3917,2.68,1
19091,2000-2004,W,M,All,24768,6.196,2,0,18.7173,2.74,1
19093,2000-2004,W,M,All,18434,0,0,0,10.8793,2.13,1
19095,2000-2004,W,M,All,38477,2.1548,1,0,10.8275,3.54,1
19097,2000-2004,W,M,All,49708,3.1941,2,0,11.3566,4.57,1
19099,2000-2004,W,M,All,92422,8.2387,8,1.8498,14.6276,7.63,1
19101,2000-2004,W,M,All,38163,2.7017,1,0,12.1681,3,1
19103,2000-2004,W,M,All,257471,5.4842,8,1.1557,9.8127,11.44,1
19105,2000-2004,W,M,All,51110,4.0883,2,0,12.0421,4.14,1
19107,2000-2004,W,M,All,27449,5.3698,2,0,15.8971,2.88,1
19109,2000-2004,W,M,All,40620,8.7986,5,0,17.8593,4.55,1
19111,2000-2004,W,M,All,87510,9.97,9,2.6332,17.3068,7.63,1
19113,2000-2004,W,M,All,451120,6.4939,24,3.7543,9.2335,30.69,0
19115,2000-2004,W,M,All,29968,19.3344,6,2.5117,36.1572,2.32,1
19117,2000-2004,W,M,All,22902,11.2113,3,0,26.6152,2.33,1
19119,2000-2004,W,M,All,28961,8.916,3,0,21.7948,2.84,1
19121,2000-2004,W,M,All,35489,5.9378,2,0,16.6532,2.85,1
19123,2000-2004,W,M,All,53969,13.5916,8,3.5297,23.6534,4.8,1
19125,2000-2004,W,M,All,79095,7.0506,6,0,14.728,6.88,1
19127,2000-2004,W,M,All,94527,3.0454,3,0,7.7351,8.19,1
19129,2000-2004,W,M,All,36702,2.2502,1,0,13.1643,2.48,1
19131,2000-2004,W,M,All,26485,4.5272,2,0,13.8728,3.2,1
19133,2000-2004,W,M,All,23598,8.0773,3,0,19.3841,2.93,1
19135,2000-2004,W,M,All,19120,8.3509,2,0,23.6756,1.93,1
19137,2000-2004,W,M,All,27016,3.1694,1,0,14.1386,2.84,1
19139,2000-2004,W,M,All,101808,9.9908,8,2.5272,17.4545,6.84,1
19141,2000-2004,W,M,All,35798,3.9613,2,0,12.0938,3.88,1
19143,2000-2004,W,M,All,16718,25.0947,5,1.3676,48.8218,1.62,1
19145,2000-2004,W,M,All,40424,8.2382,4,0,18.1659,4.15,1
19147,2000-2004,W,M,All,24187,0,0,0,9.6707,2.68,1
19149,2000-2004,W,M,All,61277,8.9762,6,0.9777,16.9747,5.36,1
19151,2000-2004,W,M,All,20416,10.3399,3,0,23.9744,2.4,1
19153,2000-2004,W,M,All,852886,8.9351,55,6.5375,11.3327,50.61,0
19155,2000-2004,W,M,All,211157,7.7126,14,3.3992,12.026,14.91,0
19157,2000-2004,W,M,All,44581,13.0328,7,2.8572,23.2084,4.32,1
19159,2000-2004,W,M,All,13028,4.2604,1,0,17.9954,1.63,1
19161,2000-2004,W,M,All,27130,4.233,2,0,14.1405,3.3,1
19163,2000-2004,W,M,All,356031,10.3913,31,6.5457,14.2368,23.71,0
19165,2000-2004,W,M,All,31524,7.2684,3,0,18.0794,3.63,1
19167,2000-2004,W,M,All,77441,5.5627,4,0,12.817,6.31,1
19169,2000-2004,W,M,All,188446,9.3277,12,3.3852,15.2703,10.36,0
19171,2000-2004,W,M,All,41170,7.8014,4,0,17.5926,4.33,1
19173,2000-2004,W,M,All,16433,7.7734,2,0,22.2556,1.99,1
19175,2000-2004,W,M,All,28813,2.8073,1,0,13.5702,2.86,1
19177,2000-2004,W,M,All,19251,0,0,0,10.8736,2.12,1
19179,2000-2004,W,M,All,85347,8.7522,8,1.5161,15.9882,7.91,1
19181,2000-2004,W,M,All,100259,8.5694,7,1.3895,15.7493,6.58,1
19183,2000-2004,W,M,All,50518,1.8132,1,0,9.1853,4.79,1
19185,2000-2004,W,M,All,15787,12.7713,3,0,29.8642,2.08,1
19187,2000-2004,W,M,All,93975,6.8624,7,0.9151,12.8096,8.32,1
19189,2000-2004,W,M,All,27746,8.6092,3,0,20.9467,2.83,1
19191,2000-2004,W,M,All,51620,1.8202,1,0,9.0572,4.52,1
19193,2000-2004,W,M,All,234360,8.49,18,4.5042,12.4757,16.34,0
19195,2000-2004,W,M,All,19237,8.1407,2,0,22.6661,1.9,1
19197,2000-2004,W,M,All,34224,6.5184,3,0,15.7549,3.84,1
20001,2000-2004,W,M,All,33328,17.4892,7,3.3911,31.5873,3.23,1
20003,2000-2004,W,M,All,19838,10.4902,3,0,24.51,2.2,1
20005,2000-2004,W,M,All,37950,13.4642,5,0.4057,26.5228,3.14,1
20007,2000-2004,W,M,All,12098,13.3398,2,0,35.0169,1.35,1
20009,2000-2004,W,M,All,66410,6.4108,5,0.2943,12.5272,6.16,1
20011,2000-2004,W,M,All,35105,17.4256,7,3.4618,31.3893,3.22,1
20013,2000-2004,W,M,All,22812,6.5479,2,0,19.1798,2.63,1
20015,2000-2004,W,M,All,146443,6.3823,7,0.9087,11.8559,9.77,1
20017,2000-2004,W,M,All,7472,10.6295,1,0,37.4311,0.72,1
20019,2000-2004,W,M,All,9863,0,0,0,13.0904,1.53,1
20021,2000-2004,W,M,All,50999,6.9515,3,0,16.5797,4.11,1
20023,2000-2004,W,M,All,7504,13.6725,2,0,36.217,1.06,1
20025,2000-2004,W,M,All,5679,0,0,0,19.3137,0.67,1
20027,2000-2004,W,M,All,21340,2.5549,1,0,12.6654,2.6,1
20029,2000-2004,W,M,All,23604,7.8306,3,0,19.4071,3.05,1
20031,2000-2004,W,M,All,21505,15.9104,4,0,34.5893,1.9,1
20033,2000-2004,W,M,All,4619,11.8271,1,0,42.096,0.67,1
20035,2000-2004,W,M,All,81461,11.3811,10,4.0118,18.7504,7.1,1
20037,2000-2004,W,M,All,88047,4.9111,4,0,11.2081,7.15,1
20039,2000-2004,W,M,All,8243,0,0,0,15.2018,1.1,1
20041,2000-2004,W,M,All,46053,8.2371,5,0,17.667,4.45,1
20043,2000-2004,W,M,All,19285,23.5609,5,2.0564,45.0654,1.69,1
20045,2000-2004,W,M,All,223035,6.7954,9,1.8516,11.7393,10.46,1
20047,2000-2004,W,M,All,8132,0,0,0,16.609,0.91,1
20049,2000-2004,W,M,All,7530,7.3549,1,0,27.7815,1.05,1
20051,2000-2004,W,M,All,65079,8.0145,5,0,16.2291,4.95,1
20053,2000-2004,W,M,All,15664,4.8472,1,0,19.6514,1.58,1
20055,2000-2004,W,M,All,94595,6.9969,3,0,17.3647,3.69,1
20057,2000-2004,W,M,All,80818,7.6694,4,0,16.8077,4.64,1
20059,2000-2004,W,M,All,61506,3.7312,2,0,11.1411,4.55,1
20061,2000-2004,W,M,All,47754,3.5166,1,0,13.9658,2.77,1
20063,2000-2004,W,M,All,7153,20.1403,2,0,51.4317,0.85,1
20065,2000-2004,W,M,All,6692,8.2365,1,0,31.2255,0.86,1
20067,2000-2004,W,M,All,19237,0,0,0,16.8698,0.95,1
20069,2000-2004,W,M,All,14838,16.2367,2,0,41.941,1.06,1
20071,2000-2004,W,M,All,3598,36.5207,2,0,93.53,0.32,1
20073,2000-2004,W,M,All,18462,6.8468,2,0,20.0212,2.22,1
20075,2000-2004,W,M,All,6431,10.3387,1,0,37.4181,0.62,1
20077,2000-2004,W,M,All,15098,10.453,2,0,27.9377,1.81,1
20079,2000-2004,W,M,All,78270,9.6446,9,2.7983,16.4908,7.29,1
20081,2000-2004,W,M,All,10712,0,0,0,20.2213,0.62,1
20083,2000-2004,W,M,All,5174,0,0,0,21.5911,0.54,1
20085,2000-2004,W,M,All,29247,0,0,0,10.1109,2.44,1
20087,2000-2004,W,M,All,46365,10.2784,4,0,21.7186,3.32,1
20089,2000-2004,W,M,All,8764,0,0,0,14.0745,1.27,1
20091,2000-2004,W,M,All,1078836,6.051,42,4.0736,8.0284,60.71,0
20093,2000-2004,W,M,All,11292,0,0,0,20.8812,0.65,1
20095,2000-2004,W,M,All,20688,17.6041,5,1.3095,33.8987,2.24,1
20097,2000-2004,W,M,All,7520,0,0,0,16.9851,0.87,1
20099,2000-2004,W,M,All,50186,6.8863,4,0,15.3105,4.81,1
20101,2000-2004,W,M,All,5008,0,0,0,21.2684,0.57,1
20103,2000-2004,W,M,All,159057,12.5078,11,4.3942,20.6213,8.4,1
20105,2000-2004,W,M,All,8597,0,0,0,15.8135,1.01,1
20107,2000-2004,W,M,All,23929,0,0,0,10.2801,2.36,1
20109,2000-2004,W,M,All,7066,0,0,0,18.1561,0.78,1
20111,2000-2004,W,M,All,83349,4.3782,3,0,11.728,5.17,1
20113,2000-2004,W,M,All,70967,7.0786,6,0.8148,13.3423,6.84,1
20115,2000-2004,W,M,All,32134,2.0721,1,0,10.5073,3.79,1
20117,2000-2004,W,M,All,26252,5.3969,2,0,16.0276,3.16,1
20119,2000-2004,W,M,All,11387,0,0,0,15.9993,0.98,1
20121,2000-2004,W,M,All,69982,10.5175,6,1.1799,19.8552,4.44,1
20123,2000-2004,W,M,All,16392,0,0,0,11.5783,1.87,1
20125,2000-2004,W,M,All,75627,9.8963,9,2.5843,17.2084,7.63,1
20127,2000-2004,W,M,All,14748,8.782,2,0,24.3245,1.73,1
20129,2000-2004,W,M,All,7863,12.9803,1,0,44.112,0.63,1
20131,2000-2004,W,M,All,25741,11.9394,5,0,24.436,3.15,1
20133,2000-2004,W,M,All,39506,4.1245,2,0,13.3421,3.67,1
20135,2000-2004,W,M,All,8080,0,0,0,15.1117,1.1,1
20137,2000-2004,W,M,All,14729,9.3443,2,0,25.9698,1.61,1
20139,2000-2004,W,M,All,40776,15.3277,7,3.4758,27.1795,3.6,1
20141,2000-2004,W,M,All,10526,0,0,0,13.0278,1.58,1
20143,2000-2004,W,M,All,15290,6.6575,1,0,24.0303,1.47,1
20145,2000-2004,W,M,All,16650,0,0,0,12.1669,1.68,1
20147,2000-2004,W,M,All,14017,9.932,2,0,26.9123,1.63,1
20149,2000-2004,W,M,All,45064,9.9346,4,0,21.441,3.43,1
20151,2000-2004,W,M,All,22521,16.5724,5,0.5401,32.6048,2.4,1
20153,2000-2004,W,M,All,7081,0,0,0,15.885,1,1
20155,2000-2004,W,M,All,151779,7.5339,13,2.9439,12.1239,13.69,0
20157,2000-2004,W,M,All,13189,0,0,0,11.4828,1.93,1
20159,2000-2004,W,M,All,24750,16.7657,5,0.6324,32.899,2.44,1
20161,2000-2004,W,M,All,145658,7.3094,6,0.2698,14.3491,6.45,1
20163,2000-2004,W,M,All,13258,11.8708,2,0,31.5653,1.44,1
20165,2000-2004,W,M,All,8399,6.04,1,0,24.3491,1.1,1
20167,2000-2004,W,M,All,16896,11.8284,3,0,28.6179,2.25,1
20169,2000-2004,W,M,All,124102,10.8512,12,4.4299,17.2724,9.19,0
20171,2000-2004,W,M,All,12016,7.6248,1,0,27.823,1.09,1
20173,2000-2004,W,M,All,964525,7.2473,55,5.3004,9.1942,60.67,0
20175,2000-2004,W,M,All,54051,6.9502,2,0,18.9572,2.53,1
20177,2000-2004,W,M,All,361764,7.0473,24,4.1151,9.9795,27.48,0
20179,2000-2004,W,M,All,6713,13.7239,1,0,44.7813,0.7,1
20181,2000-2004,W,M,All,16358,10.9433,2,0,29.2569,1.47,1
20183,2000-2004,W,M,All,10408,0,0,0,12.5499,1.65,1
20185,2000-2004,W,M,All,11307,7.0813,1,0,25.7496,1.15,1
20187,2000-2004,W,M,All,5974,0,0,0,25.1403,0.41,1
20189,2000-2004,W,M,All,12775,0,0,0,17.2187,0.85,1
20191,2000-2004,W,M,All,61319,11.2769,7,2.2885,20.2653,5,1
20193,2000-2004,W,M,All,19192,18.6126,3,0,41.6177,1.53,1
20195,2000-2004,W,M,All,7563,8.7632,1,0,32.0152,0.93,1
20197,2000-2004,W,M,All,16998,0,0,0,12.8181,1.52,1
20199,2000-2004,W,M,All,4057,23.497,1,0,73.7393,0.4,1
20201,2000-2004,W,M,All,15798,7.277,2,0,20.349,2.12,1
20203,2000-2004,W,M,All,6260,0,0,0,20.4785,0.59,1
20205,2000-2004,W,M,All,24239,9.0186,3,0,21.0874,2.63,1
20207,2000-2004,W,M,All,8728,6.3819,1,0,24.0383,1.22,1
20209,2000-2004,W,M,All,269533,11.5875,24,6.8569,16.3182,16.55,0
21001,2000-2004,W,M,All,40754,5.6994,2,0,15.8811,3.11,1
21003,2000-2004,W,M,All,43868,9.432,4,0,21.4244,2.99,1
21005,2000-2004,W,M,All,46860,4.5596,2,0,15.9743,2.64,1
21007,2000-2004,W,M,All,19673,0,0,0,13.4386,1.55,1
21009,2000-2004,W,M,All,89086,7.6477,6,0.993,14.3024,6.64,1
21011,2000-2004,W,M,All,27505,0,0,0,11.1196,2.06,1
21013,2000-2004,W,M,All,69273,21.7332,12,8.7969,34.6694,4.57,0
21015,2000-2004,W,M,All,223221,11.6384,15,4.4491,18.8277,9.4,0
21017,2000-2004,W,M,All,44024,4.8979,2,0,15.822,2.85,1
21019,2000-2004,W,M,All,116356,7.4266,8,1.9235,12.9296,8.77,1
21021,2000-2004,W,M,All,60290,8.8784,4,0,19.8276,4.16,1
21023,2000-2004,W,M,All,20709,4.0242,1,0,19.3804,1.45,1
21025,2000-2004,W,M,All,39051,6.2707,2,0,19.121,2.4,1
21027,2000-2004,W,M,All,45517,2.3809,1,0,11.9003,3.31,1
21029,2000-2004,W,M,All,157039,10.4354,8,1.4183,19.4525,6.81,1
21031,2000-2004,W,M,All,32474,0,0,0,11.3751,2.12,1
21033,2000-2004,W,M,All,29445,5.2369,2,0,16.9523,2.58,1
21035,2000-2004,W,M,All,77845,13.7872,11,5.3835,22.1908,6.26,1
21037,2000-2004,W,M,All,206928,6.6196,11,2.2188,11.0204,12.99,1
21039,2000-2004,W,M,All,12928,0,0,0,14.4305,1.21,1
21041,2000-2004,W,M,All,24842,8.6215,2,0,25.422,1.56,1
21043,2000-2004,W,M,All,66003,6.7869,2,0,18.0153,4.24,1
21045,2000-2004,W,M,All,38241,7.1979,3,0,18.5827,2.96,1
21047,2000-2004,W,M,All,136234,6.5765,6,0,13.5751,7.06,1
21049,2000-2004,W,M,All,77505,10.9787,7,1.6673,20.29,4.91,1
21051,2000-2004,W,M,All,58886,1.575,1,0,11.0789,3.27,1
21053,2000-2004,W,M,All,22972,9.9144,3,0,26.0941,1.72,1
21055,2000-2004,W,M,All,22112,3.2025,1,0,16.2909,1.91,1
21057,2000-2004,W,M,All,16673,0,0,0,13.3642,1.46,1
21059,2000-2004,W,M,All,209673,13.6943,23,7.845,19.5435,14.37,0
21061,2000-2004,W,M,All,28698,13.7474,3,0,32.0892,2.16,1
21063,2000-2004,W,M,All,16616,19.3086,3,0,45.7042,1.14,1
21065,2000-2004,W,M,All,36894,7.9048,2,0,21.472,2.47,1
21067,2000-2004,W,M,All,540309,5.9578,22,3.3894,8.5261,28.92,0
21069,2000-2004,W,M,All,34165,10.8987,3,0,25.7838,2.27,1
21071,2000-2004,W,M,All,101195,5.0155,5,0,11.8953,6.43,1
21073,2000-2004,W,M,All,103172,11.1602,11,3.0191,19.3013,6.73,1
21075,2000-2004,W,M,All,13634,13.4675,2,0,34.5516,1.31,1
21077,2000-2004,W,M,All,19290,12.5065,1,0,39.8804,1.07,1
21079,2000-2004,W,M,All,36990,2.3257,1,0,13.5957,2.43,1
21081,2000-2004,W,M,All,57527,13.9018,5,0,28.7743,2.77,1
21083,2000-2004,W,M,All,85881,7.1347,6,0.8212,13.4481,7.07,1
21085,2000-2004,W,M,All,60068,5.5769,4,0,14.4612,4.45,1
21087,2000-2004,W,M,All,27864,0,0,0,10.4621,2.32,1
21089,2000-2004,W,M,All,87765,7.0126,5,0,14.5105,6.7,1
21091,2000-2004,W,M,All,20576,3.6563,1,0,20.8687,1.17,1
21093,2000-2004,W,M,All,202045,9.4372,12,3.4498,15.4245,10.86,0
21095,2000-2004,W,M,All,75106,4.3146,3,0,11.9327,5.08,1
21097,2000-2004,W,M,All,42864,13.5601,6,0.1878,26.9324,3,1
21099,2000-2004,W,M,All,40783,4.4662,2,0,15.3202,2.82,1
21101,2000-2004,W,M,All,100435,4.3263,3,0,10.3039,6.67,1
21103,2000-2004,W,M,All,36529,14.7117,4,0,29.7655,2.43,1
21105,2000-2004,W,M,All,11267,0,0,0,14.3968,1.2,1
21107,2000-2004,W,M,All,103788,17.0164,16,8.384,25.6488,7.61,0
21109,2000-2004,W,M,All,33504,0,0,0,10.9235,2.17,1
21111,2000-2004,W,M,All,1315858,8.3029,99,6.6091,9.9968,94.52,0
21113,2000-2004,W,M,All,95530,11.2079,7,1.744,20.6719,5.17,1
21115,2000-2004,W,M,All,56317,8.271,4,0,18.9195,3.65,1
21117,2000-2004,W,M,All,354386,11.6522,30,7.2632,16.0412,19.27,0
21119,2000-2004,W,M,All,42985,5.421,2,0,17.3447,2.58,1
21121,2000-2004,W,M,All,75544,13.6785,9,3.4182,23.9388,4.73,1
21123,2000-2004,W,M,All,31399,13.8133,4,0,28.904,2.42,1
21125,2000-2004,W,M,All,131105,10.3936,11,3.2131,17.574,7.64,1
21127,2000-2004,W,M,All,39024,6.2571,2,0,18.8907,2.47,1
21129,2000-2004,W,M,All,19140,4.6803,1,0,21.1693,1.38,1
21131,2000-2004,W,M,All,29656,2.8545,1,0,16.7283,1.7,1
21133,2000-2004,W,M,All,60519,6.4549,3,0,16.0081,3.81,1
21135,2000-2004,W,M,All,34485,5.6671,2,0,18.1582,2.35,1
21137,2000-2004,W,M,All,57670,11.9057,5,0,24.0802,3.8,1
21139,2000-2004,W,M,All,24106,0,0,0,11.2656,2.03,1
21141,2000-2004,W,M,All,59405,4.4731,3,0,13.5807,4.2,1
21143,2000-2004,W,M,All,20712,29.5005,6,3.1093,55.8918,1.64,1
21145,2000-2004,W,M,All,136186,10.0548,14,4.594,15.5156,11.24,0
21147,2000-2004,W,M,All,41382,15.2227,3,0,34.7473,2.27,1
21149,2000-2004,W,M,All,24250,7.7261,2,0,22.7194,1.83,1
21151,2000-2004,W,M,All,167131,9.9023,8,2.3658,17.4387,8.5,1
21153,2000-2004,W,M,All,32676,3.1638,1,0,16.3354,1.85,1
21155,2000-2004,W,M,All,41626,15.1521,4,0,31.754,2.51,1
21157,2000-2004,W,M,All,74144,7.2863,5,0,15.3488,6.7,1
21159,2000-2004,W,M,All,30862,20.0331,4,0,45.4007,1.54,1
21161,2000-2004,W,M,All,37651,4.901,2,0,15.7857,2.95,1
21163,2000-2004,W,M,All,64429,18.1464,6,1.9246,34.3682,2.9,1
21165,2000-2004,W,M,All,16523,9.231,1,0,31.3875,1.11,1
21167,2000-2004,W,M,All,48726,8.9139,4,0,19.5147,3.58,1
21169,2000-2004,W,M,All,24132,13.9259,2,0,35.211,1.71,1
21171,2000-2004,W,M,All,27643,6.9259,2,0,20.5013,2.13,1
21173,2000-2004,W,M,All,54597,3.3713,1,0,12.8902,3.49,1
21175,2000-2004,W,M,All,35925,2.6865,1,0,14.5205,2.21,1
21177,2000-2004,W,M,All,73859,11.0229,8,2.5077,19.5381,5.71,1
21179,2000-2004,W,M,All,89979,5.6634,4,0,14.2063,4.81,1
21181,2000-2004,W,M,All,16567,8.2489,1,0,28.072,1.27,1
21183,2000-2004,W,M,All,56542,4.9533,3,0,13.8834,4.24,1
21185,2000-2004,W,M,All,121904,7.8501,5,0,17.9307,5.04,1
21187,2000-2004,W,M,All,26903,3.2851,1,0,16.2633,1.93,1
21189,2000-2004,W,M,All,11944,0,0,0,15.8669,1.02,1
21191,2000-2004,W,M,All,36785,0,0,0,11.4964,2.01,1
21193,2000-2004,W,M,All,69902,7.9857,4,0,18.33,3.96,1
21195,2000-2004,W,M,All,163645,9.3878,13,3.827,14.9487,9.9,0
21197,2000-2004,W,M,All,33055,6.64,2,0,21.3165,1.89,1
21199,2000-2004,W,M,All,137251,3.9742,6,0,8.6765,10.56,1
21201,2000-2004,W,M,All,5505,0,0,0,23.7963,0.47,1
21203,2000-2004,W,M,All,41011,11.8969,4,0,26.1688,2.78,1
21205,2000-2004,W,M,All,52318,5.7278,2,0,17.4379,2.95,1
21207,2000-2004,W,M,All,39741,10.5127,5,0,22.714,3.29,1
21209,2000-2004,W,M,All,81311,5.1611,3,0,15.1546,3.46,1
21211,2000-2004,W,M,All,77890,2.1491,2,0,10.4027,4.46,1
21213,2000-2004,W,M,All,36059,6.6098,2,0,19.0058,2.48,1
21215,2000-2004,W,M,All,33599,10.9875,2,0,30.5013,1.6,1
21217,2000-2004,W,M,All,52447,1.6013,1,0,10.0955,4.06,1
21219,2000-2004,W,M,All,26858,3.4444,1,0,16.4096,1.87,1
21221,2000-2004,W,M,All,28552,8.7978,3,0,21.8183,2.54,1
21223,2000-2004,W,M,All,21017,6.4437,1,0,24.5834,1.26,1
21225,2000-2004,W,M,All,32773,13.4954,3,0,30.423,2.22,1
21227,2000-2004,W,M,All,206572,6.8916,11,2.623,11.1603,11.22,1
21229,2000-2004,W,M,All,25383,4.3061,1,0,17.9892,1.81,1
21231,2000-2004,W,M,All,48780,3.9791,2,0,13.8341,3.56,1
21233,2000-2004,W,M,All,32844,12.1564,3,0,27.6531,2.52,1
21235,2000-2004,W,M,All,87995,9.3108,7,1.9211,16.7004,5.87,1
21237,2000-2004,W,M,All,17297,0,0,0,14.5706,1.22,1
